16;01;01051;Agurain/Salvatierra
16;01;01001;Alegría-Dulantzi
16;01;01002;Amurrio
16;01;01049;Añana
16;01;01003;Aramaio
16;01;01006;Armiñón
16;01;01037;Arraia-Maeztu
16;01;01008;Arratzua-Ubarrundia
16;01;01004;Artziniega
16;01;01009;Asparrena
16;01;01010;Ayala/Aiara
16;01;01011;Baños de Ebro/Mañueta
16;01;01013;Barrundia
16;01;01014;Berantevilla
16;01;01016;Bernedo
16;01;01017;Campezo/Kanpezu
16;01;01021;Elburgo/Burgelu
16;01;01022;Elciego
16;01;01023;Elvillar/Bilar
16;01;01047;Erriberabeitia
16;01;01046;Erriberagoitia/Ribera Alta
16;01;01056;Harana/Valle de Arana
16;01;01901;Iruña Oka/Iruña de Oca
16;01;01027;Iruraiz-Gauna
16;01;01019;Kripan
16;01;01020;Kuartango
16;01;01028;Labastida/Bastida
16;01;01030;Lagrán
16;01;01031;Laguardia
16;01;01032;Lanciego/Lantziego
16;01;01902;Lantarón
16;01;01033;Lapuebla de Labarca
16;01;01036;Laudio/Llodio
16;01;01058;Legutio
16;01;01034;Leza
16;01;01039;Moreda de Álava/Moreda Araba
16;01;01041;Navaridas
16;01;01042;Okondo
16;01;01043;Oyón-Oion
16;01;01044;Peñacerrada-Urizaharra
16;01;01052;Samaniego
16;01;01053;San Millán/Donemiliaga
16;01;01054;Urkabustaiz
16;01;01055;Valdegovía/Gaubea
16;01;01057;Villabuena de Álava/Eskuernaga
16;01;01059;Vitoria-Gasteiz
16;01;01060;Yécora/Iekora
16;01;01061;Zalduondo
16;01;01062;Zambrana
16;01;01018;Zigoitia
16;01;01063;Zuia
08;02;02001;Abengibre
08;02;02002;Alatoz
08;02;02003;Albacete
08;02;02004;Albatana
08;02;02005;Alborea
08;02;02006;Alcadozo
08;02;02007;Alcalá del Júcar
08;02;02008;Alcaraz
08;02;02009;Almansa
08;02;02010;Alpera
08;02;02011;Ayna
08;02;02012;Balazote
08;02;02014;Ballestero, El
08;02;02013;Balsa de Ves
08;02;02015;Barrax
08;02;02016;Bienservida
08;02;02017;Bogarra
08;02;02018;Bonete
08;02;02019;Bonillo, El
08;02;02020;Carcelén
08;02;02021;Casas de Juan Núñez
08;02;02022;Casas de Lázaro
08;02;02023;Casas de Ves
08;02;02024;Casas-Ibáñez
08;02;02025;Caudete
08;02;02026;Cenizate
08;02;02029;Chinchilla de Monte-Aragón
08;02;02027;Corral-Rubio
08;02;02028;Cotillas
08;02;02030;Elche de la Sierra
08;02;02031;Férez
08;02;02032;Fuensanta
08;02;02033;Fuente-Álamo
08;02;02034;Fuentealbilla
08;02;02035;Gineta, La
08;02;02036;Golosalvo
08;02;02037;Hellín
08;02;02038;Herrera, La
08;02;02039;Higueruela
